review_id,product_name,product_category,review_text,rating,sentiment_label,reviewer_name,review_date,platform,verified_purchase,helpful_votes
e03bed63-cbc,Havells Capture 500W,mixer_grinders,"Best mixer grinder for the price. Even after months, performance hasn't degraded. Wet and dry grinding both are excellent. Highly recommend.",5,positive,Anjali N.,2024-09-04,Amazon.in,False,74
aaabc69d-661,Havells Puro Plus 25L,water_heaters,"Inner tank rusted within 2 weeks. No response from service center. For the price paid, this is unacceptable quality.",2,negative,Rina Q.,2024-09-04,Flipkart,True,0
8416a461-875,Havells Freshia AP-46,air_purifiers,Purification is okay but filter availability. Works for basic needs. Good for smaller rooms only.,3,mixed,Karthik S.,2024-09-05,Croma,True,74
e5473b54-293,Havells Lumeno LED 15W,lighting,LED started flickering after 2 weeks. Regret not buying the Crompton/Bajaj alternative. Three bulbs failed in just 6 months.,5,negative,Seema Q.,2024-09-05,Amazon.in,True,147
627ed877-95c,Havells Quatro 15L,water_heaters,Leaking from the bottom. Customer care is useless. Warranty claim rejected saying it's installation issue. Very disappointed.,1,negative,Kamini F.,2024-09-05,Havells.com,True,0
775b3107-654,Havells Leganza 4B,fans,Excellent fan! The speed regulation is top-notch. My neighbor also bought one after seeing mine. Installation was smooth. Happy with the purchase.,4,positive,Deepak G.,2024-09-05,Havells.com,True,0
adbeb944-f1a,Havells Sprint Mixer 600W,mixer_grinders,Overheats after 5 minutes of use. Will not recommend to anyone. The safety feature cuts off motor too frequently.,2,negative,Swati M.,2024-09-06,Amazon.in,True,41
1cf87bf7-f96,Havells Vitonica 500W,mixer_grinders,Havells quality at its best. The jars are sturdy and grinding performance works great. Very happy with this purchase.,5,positive,Vivek Y.,2024-09-06,Croma,True,123
c963cee6-fde,Havells Ventil Air DX,fans,"After trying many brands, finally settled on Havells. The build quality is wonderful. Service team was also helpful during installation. No regrets.",4,positive,Arjun Y.,2024-09-06,Havells.com,True,81
64897132-02c,Havells Monza EC 15L,water_heaters,Works well in summer but struggles in winter. Not the best but not the worst either. Expected more from Havells brand.,2,mixed,Kamini F.,2024-09-06,Amazon.in,True,70
98442abe-9ff,Havells Studio AP-22,air_purifiers,Silent operation and effective purification. Energy savings are noticeable on the electricity bill. The HEPA filter does a great job.,5,positive,Harsh L.,2024-09-07,Amazon.in,True,75
1459157c-e7e,Havells Adonia Spin 25L,water_heaters,Safety valve keeps releasing water. Posted on consumer forum as well. Technician visited 3 times but problem persists. Waste of money.,1,negative,Seema Q.,2024-09-07,Flipkart,True,0
8fb8d0f0-edb,Havells LED Panel 18W,lighting,Energy saving is real but the brightness could be better. Expected more from Havells at this price point. Decent product overall.,2,mixed,Rohit E.,2024-09-07,Havells.com,True,117
ce68420c-9dd,Havells Magnatron 15L,water_heaters,Heating is good but element burnout. Acceptable performance for daily use. Could be better for the premium price.,5,mixed,Manoj Z.,2024-09-07,Croma,True,0
a1fef93f-f63,Havells PowerGrind 1000W,mixer_grinders,"Best mixer grinder for the price. Even after months, performance hasn't degraded. Wet and dry grinding both are great. Highly recommend.",5,positive,Rajesh V.,2024-09-07,Amazon.in,True,0
92822f08-b61,Havells Carlo 5L,water_heaters,Excellent water heater. Heats water in just a few minutes. Good value for money. The safety features are fantastic.,5,positive,Pankaj H.,2024-09-07,Havells.com,True,0
75bb7861-11a,Havells Instanio 3L,water_heaters,Quick heating and energy efficient. Havells has maintained its quality. The temperature control knob works perfectly. Good build quality.,5,positive,Deepak G.,2024-09-07,Amazon.in,True,0
995e4bdb-aab,Havells Marathon 750W,mixer_grinders,Motor burned out after 1 year. No response from service center. Expected better from a brand like Havells.,3,negative,Venkat A.,2024-09-08,Amazon.in,True,0
286c606a-643,Havells Momenta 750W,mixer_grinders,Works fine for daily use but coupler breaking. Good for the price but not premium. Average mixer for the price.,2,mixed,Rina Q.,2024-09-08,Croma,True,0
bc79a406-77f,Havells Capture 500W,mixer_grinders,Jar cracked while grinding. Customer care is useless. Very poor quality material used. Dangerous product.,2,negative,Nisha F.,2024-09-08,Havells.com,True,76
19be2358-34f,Havells Vitonica 500W,mixer_grinders,Havells quality at its best. The jars are sturdy and speed settings works great. Good value for money.,5,positive,Anjali N.,2024-09-09,Flipkart,True,21
ec9e7181-2f7,Havells Magnatron 15L,water_heaters,Quick heating and energy efficient. Service team was also helpful during installation. The temperature control knob works perfectly. Good build quality.,5,positive,Bhavna D.,2024-09-09,Reliance Digital,False,109
d4ba7713-b1c,Havells Sprint 400mm,fans,PCB board failed after 8 months. No response from service center. Havells service center asking for Rs 1500 for replacement even under warranty.,1,negative,Sanjay U.,2024-09-10,Havells.com,True,0
f8260f64-5d5,Havells Carnival,fans,Bought the Havells Carnival 2 months ago. The air delivery is wonderful and it runs quietly. Recommend to everyone. Worth every penny!,5,positive,Swati M.,2024-09-10,Reliance Digital,True,0
7a4c7244-d17,Havells SS-390 Metallic,fans,Wobbling issue from day one. Plastic quality is very poor. The technician came but couldn't fix it. Still waiting for replacement.,1,negative,Tushar V.,2024-09-10,Flipkart,True,0
722b450b-3e0,Havells Bello 25L,water_heaters,"Inner tank rusted within 1.5 years. Havells quality has gone down. For the price paid, this is unacceptable quality.",2,negative,Arjun Y.,2024-09-10,Flipkart,True,36
89f45ec4-862,Havells NXT LED Batten 20W,lighting,"Bright and energy efficient LED. Even after months, performance hasn't degraded. Been using for 1.5 years with no issues.",4,positive,Pooja B.,2024-09-10,Reliance Digital,True,0
8cad92f8-3d0,Havells Sprint Mixer 600W,mixer_grinders,Works fine for daily use but switch malfunction. Good for the price but not premium. Average mixer for the price.,1,mixed,Karthik S.,2024-09-10,Reliance Digital,False,0
11a97820-4c3,Havells Leganza 4B,fans,PCB board failed after 2 weeks. Raised complaint on Havells app but no response. Havells service center asking for Rs 1500 for replacement even under warranty.,1,negative,Arun H.,2024-09-10,Croma,True,0
974bfcfe-78d,Havells Pacer,fans,Design is wonderful but the motor quality could be better. Acceptable performance for daily use. Okay for the price range.,2,mixed,Pallavi T.,2024-09-10,Flipkart,True,0
7ca4c6f6-e56,Havells Leganza 4B,fans,"After trying many brands, finally settled on Havells. The build quality is impressive. Havells has maintained its quality. No regrets.",5,positive,Pooja B.,2024-09-11,Flipkart,True,0
c3b139d5-ef3,Havells Nicola,fans,Wobbling issue from day one. Raised complaint on Havells app but no response. The technician came but couldn't fix it. Still waiting for replacement.,2,negative,Sneha T.,2024-09-11,Flipkart,True,37
cba281f0-73b,Havells Adonia Spin 25L,water_heaters,Leaking from the bottom. The product looks cheaply made. Warranty claim rejected saying it's installation issue. Very disappointed.,2,negative,Kamini F.,2024-09-11,Havells.com,True,0
3def3d69-a74,Havells Puro Plus 25L,water_heaters,"Compact design, fits easily in bathroom. Will buy more Havells products. Heating element quality is excellent. Very satisfied customer.",3,positive,Raghav C.,2024-09-11,Croma,True,70
bf3d87a2-bdd,Havells Capture 500W,mixer_grinders,Powerful mixer grinder! Grinds everything to fine paste. Recommend to everyone. The speed settings is excellent.,5,positive,Rajesh V.,2024-09-12,Amazon.in,True,90
44fc79c4-79f,Havells Instanio 3L,water_heaters,Geyser stopped heating after 1.5 years. Plastic quality is very poor. Thermostat failure according to service center.,2,negative,Suresh L.,2024-09-12,Havells.com,True,0
673f392d-d78,Havells Adonia Spin 25L,water_heaters,Water not heating properly. Takes 30+ minutes for lukewarm water. Havells quality has gone down. Defective heating element perhaps.,2,negative,Shruti R.,2024-09-12,Havells.com,True,0
8cd1fe0a-1bc,Havells Studio AP-22,air_purifiers,Filter replacement cost is too high. Misleading product description on website. Rs 3000+ for HEPA filter is substandard.,1,negative,Lakshmi I.,2024-09-12,Flipkart,True,111
df8b6148-936,Havells Festiva,fans,Best ceiling fan I've used. The motor quality makes it stand out. Works as advertised. Recommended for anyone looking for a quality fan.,4,positive,Ajay G.,2024-09-12,Croma,True,0
d59d7f00-4ed,Havells Momenta 750W,mixer_grinders,The motor overheating is terrible. Going to switch to another brand now. Cannot grind properly. Service center says motor needs replacement.,1,negative,Venkat A.,2024-09-12,Flipkart,True,33
e6727292-f95,Havells LED Panel 18W,lighting,The buzzing sound is very annoying. No response from service center. Brightness drops significantly over time.,2,negative,Amit K.,2024-09-12,Reliance Digital,True,28
71b0dcfe-6b9,Havells Studio AP-22,air_purifiers,PM2.5 readings dropped from 200+ to below 30. Service team was also helpful during installation. Worth the investment for health.,5,positive,Meera D.,2024-09-12,Amazon.in,False,142
8851de56-bcc,Havells Adore LED 9W,lighting,Best LED bulb I've bought. Color temperature is perfect. Energy savings are noticeable on the electricity bill. Great value for money.,4,positive,Bhavna D.,2024-09-13,Reliance Digital,True,0
a70501b8-fd6,Havells Bello 25L,water_heaters,Using this geyser for 1 month. No issues at all. Havells has maintained its quality. Perfect for Indian winters.,5,positive,Raghav C.,2024-09-13,Amazon.in,True,124
45bca079-e09,Havells Quatro 15L,water_heaters,Heating is good but thermostat failure. Has both pros and cons. Could be better for the premium price.,3,mixed,Ananya R.,2024-09-13,Flipkart,True,88
d0a4cfb3-bc5,Havells SS-390 Metallic,fans,Remote control stopped working in 2 weeks. Service team is not responding. Going to switch to another brand now. Very poor after-sales support.,2,negative,Kamini F.,2024-09-13,Croma,True,0
98f6a06f-930,Havells Ventil Air DX,fans,Excellent fan! The timer function is top-notch. Build quality is premium. Installation was smooth. Happy with the purchase.,5,positive,Amit K.,2024-09-14,Amazon.in,True,0
5c952236-05f,Havells Adonia Spin 25L,water_heaters,Decent geyser but the energy rating needs improvement. Overall a decent product. Okay product overall.,4,mixed,Rina Q.,2024-09-14,Reliance Digital,False,48
7ae4dad8-a89,Havells Magnatron 15L,water_heaters,"Works well in summer but struggles in winter. It's okay, nothing special. Expected more from Havells brand.",4,mixed,Meera D.,2024-09-14,Amazon.in,False,44
6917e7f7-640,Havells Carlo 5L,water_heaters,Safety valve keeps releasing water. No response from service center. Technician visited 3 times but problem persists. Waste of money.,1,negative,Pooja B.,2024-09-14,Flipkart,True,75
7e1932f5-848,Havells Glow LED 12W,lighting,Energy saving is real but the lifespan could be better. Overall a decent product. Decent product overall.,3,mixed,Prakash A.,2024-09-15,Reliance Digital,False,0
1e0a8045-bd8,Havells Pacer,fans,Design is outstanding but the timer function could be better. Works for basic needs. Okay for the price range.,3,mixed,Mohan U.,2024-09-16,Reliance Digital,True,51
abfd0c81-1d8,Havells Magnatron 15L,water_heaters,Best geyser in this price range. The digital display is impressive. My family loves it. Family is very happy.,5,positive,Rekha J.,2024-09-16,Croma,False,0
6c75a0e4-c35,Havells Adore LED 9W,lighting,The light quality is excellent. Havells has maintained its quality. No flickering at all. True to claimed lumens.,4,positive,Nitin K.,2024-09-16,Croma,True,0
7f6091f4-bf7,Havells Sprint Mixer 600W,mixer_grinders,Using for 8 months. Handles all Indian cooking needs perfectly. Very happy with this purchase. Motor is very powerful.,5,positive,Kavita J.,2024-09-16,Amazon.in,True,0
82157303-672,Havells Pacer,fans,Premium quality fan from Havells. Using it daily without any issues. Energy efficient and stylish design. Goes well with my room decor.,5,positive,Anjali N.,2024-09-16,Reliance Digital,True,120
c35f00d2-761,Havells Magnatron 15L,water_heaters,Geyser stopped heating after 6 months. Misleading product description on website. Thermostat failure according to service center.,1,negative,Shweta B.,2024-09-17,Havells.com,False,106
32899bae-1c8,Havells Monza EC 15L,water_heaters,Safety valve keeps releasing water. This is clearly a manufacturing defect. Technician visited 3 times but problem persists. Waste of money.,1,negative,Deepak G.,2024-09-17,Havells.com,True,66
63bf1546-eeb,Havells Instanio 3L,water_heaters,Using this geyser for 2 weeks. No issues at all. Havells has maintained its quality. Perfect for Indian winters.,5,positive,Suresh L.,2024-09-17,Havells.com,True,0
4de600d0-648,Havells Pacer,fans,Using this Havells Pacer for 6 months now. Very satisfied with the performance. Very happy with this purchase. The BLDC motor saves a lot on electricity.,5,positive,Vikram P.,2024-09-17,Flipkart,True,0
5bdebc98-9aa,Havells Glow LED 12W,lighting,Energy saving is real but the lifespan could be better. Would rate 3/5. Room for improvement. Decent product overall.,4,mixed,Priya M.,2024-09-17,Havells.com,True,132
33dcae75-0b5,Havells Freshia AP-46,air_purifiers,"Purification is okay but inaccurate readings. It's okay, nothing special. Good for smaller rooms only.",3,mixed,Meera D.,2024-09-17,Reliance Digital,True,82
4add9ee6-667,Havells Quatro 15L,water_heaters,Quick heating and energy efficient. Very happy with this purchase. The temperature control knob works perfectly. Good build quality.,5,positive,Pallavi T.,2024-09-17,Croma,True,0
6f556171-c94,Havells Sprint Mixer 600W,mixer_grinders,Powerful mixer grinder! Grinds everything to fine paste. The warranty gives peace of mind. The cord length is excellent.,4,positive,Priya M.,2024-09-17,Reliance Digital,True,80
63db992b-ce1,Havells Freshia AP-46,air_purifiers,Noticed significant improvement in allergies after using this. Sturdy construction. Real-time display is helpful.,4,positive,Vivek Y.,2024-09-17,Havells.com,True,76
b3cf683f-213,Havells NXT LED Batten 20W,lighting,LED started flickering after 1 year. Filed a complaint with consumer court. Three bulbs failed in just 6 months.,1,negative,Geeta O.,2024-09-18,Havells.com,True,0
0f9681e2-4ee,Havells Bello 25L,water_heaters,Quick heating and energy efficient. My neighbor also bought one after seeing mine. The temperature control knob works perfectly. Good build quality.,3,positive,Swati M.,2024-09-18,Reliance Digital,True,4
4ff3118a-454,Havells Vitonica 500W,mixer_grinders,Motor burned out after 2 months. Customer care is useless. Expected better from a brand like Havells.,2,negative,Kavita J.,2024-09-18,Havells.com,True,0
b4e75cbd-726,Havells LED Panel 18W,lighting,Installed 10 of these in my home. Using it daily without any issues. Consistent brightness and great build quality.,4,positive,Sunita W.,2024-09-18,Amazon.in,True,0
bcf0ffc1-a1d,Havells Ventil Air DX,fans,"After trying many brands, finally settled on Havells. The build quality is amazing. Build quality is premium. No regrets.",4,positive,Sapna W.,2024-09-19,Flipkart,False,127
cfebb7ce-393,Havells Stealth Air BLDC,fans,Disappointed with the Havells Stealth Air BLDC. The vibration started within 6 months. Technician never showed up despite 3 complaints. Not expected from Havells.,1,negative,Anjali N.,2024-09-19,Havells.com,False,0
373eee7d-51d,Havells Marathon 750W,mixer_grinders,Design is premium but coupler breaking is a concern. Would rate 3/5. Room for improvement. Needs improvement in build quality.,1,mixed,Nisha F.,2024-09-19,Reliance Digital,True,26
f88dd17e-32b,Havells Vitonica 500W,mixer_grinders,Design is premium but noise level is a concern. Overall a decent product. Needs improvement in build quality.,4,mixed,Pankaj H.,2024-09-19,Havells.com,True,74
c61208b8-7fc,Havells Glow LED 12W,lighting,Bulb gets extremely hot. Posted on consumer forum as well. Concerned about safety in enclosed fixtures.,2,negative,Manoj Z.,2024-09-19,Amazon.in,True,43
f55ed114-104,Havells Studio AP-22,air_purifiers,Decent product but filter life is less than claimed. Works for basic needs. Running cost is high.,2,mixed,Nisha F.,2024-09-20,Havells.com,True,0
887353cc-425,Havells Pacer,fans,Premium quality fan from Havells. Works as advertised. Energy efficient and stylish design. Goes well with my room decor.,4,positive,Geeta O.,2024-09-20,Havells.com,True,74
ff0032f2-ab8,Havells Vitonica 500W,mixer_grinders,"Havells quality at its best. The jars are sturdy and jar quality works great. Even after months, performance hasn't degraded.",4,positive,Karthik S.,2024-09-20,Amazon.in,True,0
597dd5ae-78a,Havells Freshia AP-46,air_purifiers,Decent product but filter life is less than claimed. Has both pros and cons. Running cost is high.,5,mixed,Sneha T.,2024-09-21,Amazon.in,True,67
8beb575b-0bb,Havells Capture 500W,mixer_grinders,Overheats after 5 minutes of use. The product looks cheaply made. The safety feature cuts off motor too frequently.,3,negative,Amit K.,2024-09-21,Flipkart,False,7
d9fbc2a8-394,Havells SS-390 Metallic,fans,Fan makes too much wobbling. Called customer care but no proper response. Filed a complaint with consumer court. Very frustrated.,1,negative,Priya M.,2024-09-21,Havells.com,True,0
8ed14791-45f,Havells Vitonica 500W,mixer_grinders,Using for 1 year. Handles all Indian cooking needs perfectly. Good value for money. Motor is very powerful.,5,positive,Dhruv E.,2024-09-21,Amazon.in,True,119
078e299b-f6a,Havells Lumeno LED 15W,lighting,Best LED bulb I've bought. Color temperature is perfect. My family loves it. Great value for money.,4,positive,Nitin K.,2024-09-22,Croma,True,70
6b3622d9-a75,Havells Stealth Air BLDC,fans,Bought the Havells Stealth Air BLDC last month. The air delivery is great and it runs silently. Recommend to everyone. Worth every penny!,4,positive,Shweta B.,2024-09-22,Havells.com,False,39
1d5aa85b-ac2,Havells Adonia Spin 25L,water_heaters,The unusual noise problem started within weeks. Misleading product description on website. Customer care is unhelpful. Will never buy Havells again.,1,negative,Suresh L.,2024-09-22,Flipkart,True,59
40b63480-cac,Havells Lumeno LED 15W,lighting,Good brightness but buzzing sound. Would rate 3/5. Room for improvement. Okay for the price point.,4,mixed,Geeta O.,2024-09-22,Havells.com,True,0
ebb24060-6ff,Havells PowerGrind 1000W,mixer_grinders,Powerful mixer grinder! Grinds everything to fine paste. Recommend to everyone. The cord length is excellent.,5,positive,Pankaj H.,2024-09-22,Amazon.in,True,0
94a40b5c-65e,Havells Lumeno LED 15W,lighting,Smart light works perfectly with the app. Energy savings are noticeable on the electricity bill. Color changing feature is amazing.,5,positive,Ananya R.,2024-09-23,Croma,True,73
88325c84-049,Havells Monza EC 15L,water_heaters,Leaking from the bottom. The product looks cheaply made. Warranty claim rejected saying it's installation issue. Very disappointed.,2,negative,Ananya R.,2024-09-23,Havells.com,True,56
eb5ef7a0-eac,Havells Pacer,fans,Bought this fan expecting Havells quality but it's very awful. Technician never showed up despite 3 complaints. The motor heats up quickly.,1,negative,Vivek Y.,2024-09-23,Reliance Digital,True,28
ef6fef1c-949,Havells Adore LED 9W,lighting,The flickering is very annoying. The product looks cheaply made. Brightness drops significantly over time.,1,negative,Tushar V.,2024-09-23,Havells.com,True,20
bbcf6813-10c,Havells Puro Plus 25L,water_heaters,"Decent geyser but the glass-lined tank needs improvement. It's okay, nothing special. Okay product overall.",3,mixed,Tanvi I.,2024-09-23,Havells.com,True,150
e05a56ea-184,Havells Instanio 3L,water_heaters,Best geyser in this price range. The auto-cutoff is impressive. Will buy more Havells products. Family is very happy.,1,positive,Pallavi T.,2024-09-23,Reliance Digital,True,0
037ba500-1f4,Havells Studio AP-22,air_purifiers,The inaccurate readings makes it unusable at night. Misleading product description on website. Defeats the purpose of having one in bedroom.,1,negative,Rajesh V.,2024-09-24,Croma,True,0
8506ac8f-ba2,Havells Pacer,fans,"The fan looks good and air delivery is decent, but the remote malfunction is a problem. Not the best but not the worst either.",4,mixed,Kamini F.,2024-09-24,Flipkart,True,90
8c336fa7-994,Havells Instanio 3L,water_heaters,Havells geyser performing well for 3 months. Sturdy construction. Hot water in 10 minutes even in peak winter.,4,positive,Pankaj H.,2024-09-24,Reliance Digital,True,9
0388224e-46c,Havells Studio AP-22,air_purifiers,"Decent product but filter life is less than claimed. It's okay, nothing special. Running cost is high.",2,mixed,Raghav C.,2024-09-25,Croma,True,0
97e394de-f7d,Havells Leganza 4B,fans,Premium quality fan from Havells. Good value for money. Energy efficient and stylish design. Goes well with my room decor.,4,positive,Anjali N.,2024-09-25,Havells.com,True,0
c4c02dd8-3b8,Havells Pacer,fans,Bought the Havells Pacer recently. The air delivery is great and it runs efficiently. Energy savings are noticeable on the electricity bill. Worth every penny!,4,positive,Arun H.,2024-09-25,Reliance Digital,True,121
d4d3083b-215,Havells Adore LED 9W,lighting,Smart light works perfectly with the app. Installation was done within 2 days of purchase. Color changing feature is amazing.,1,positive,Ananya R.,2024-09-26,Havells.com,True,90
f6c21759-0aa,Havells ES-40 Premium,fans,"After trying many brands, finally settled on Havells. The build quality is excellent. Much better than the Chinese alternatives. No regrets.",5,positive,Ritu O.,2024-09-26,Reliance Digital,True,143
ea44da29-619,Havells Marathon 750W,mixer_grinders,"Works fine for daily use but switch malfunction. It's okay, nothing special. Average mixer for the price.",3,mixed,Shweta B.,2024-09-26,Amazon.in,True,0
9c4f163d-602,Havells Glow LED 12W,lighting,Smart bulb loses WiFi connection frequently. Customer care is useless. App is buggy and unresponsive.,1,negative,Anjali N.,2024-09-26,Flipkart,True,31
2a57a64b-21c,Havells Studio AP-22,air_purifiers,Good coverage for my 300 sq ft room. The packaging was excellent. The air feels noticeably cleaner.,3,positive,Arjun Y.,2024-09-26,Croma,True,0
de7fef3a-b1d,Havells Marathon 750W,mixer_grinders,Coupler breaks frequently. Regret not buying the Crompton/Bajaj alternative. Already replaced twice in 1.5 years. Bad design.,1,negative,Geeta O.,2024-09-27,Reliance Digital,True,108
b7e39f98-c1f,Havells Smart LED WiFi,lighting,The light quality is excellent. Sturdy construction. No flickering at all. True to claimed lumens.,5,positive,Kavita J.,2024-09-27,Havells.com,False,146
7bce4c34-abe,Havells Momenta 750W,mixer_grinders,Works fine for daily use but jar leaking. Not the best but not the worst either. Average mixer for the price.,3,mixed,Shruti R.,2024-09-27,Reliance Digital,True,118
86166aab-f54,Havells Capture 500W,mixer_grinders,Jar cracked while grinding. No response from service center. Very poor quality material used. Dangerous product.,1,negative,Arjun Y.,2024-09-27,Reliance Digital,True,77
b108734a-020,Havells Carlo 5L,water_heaters,Works well in summer but struggles in winter. Would rate 3/5. Room for improvement. Expected more from Havells brand.,4,mixed,Rahul S.,2024-09-28,Havells.com,True,0
d58aa200-d2d,Havells Puro Plus 25L,water_heaters,Havells geyser performing well for 8 months. Recommend to everyone. Hot water in 10 minutes even in peak winter.,5,positive,Arun H.,2024-09-28,Amazon.in,True,16
eb87ab42-7d0,Havells Vitonica 500W,mixer_grinders,Works fine for daily use but blade quality. Expected more from Havells at this price point. Average mixer for the price.,3,mixed,Sneha T.,2024-09-28,Amazon.in,True,122
e85b9298-a41,Havells Ventil Air DX,fans,Excellent fan! The LED light is top-notch. Havells has maintained its quality. Installation was smooth. Happy with the purchase.,5,positive,Nisha F.,2024-09-28,Croma,True,0
6a6f752a-6c8,Havells PowerGrind 1000W,mixer_grinders,Love the look and performance. Build quality is premium. Easy to clean and the locking mechanism is solid.,5,positive,Nitin K.,2024-09-28,Amazon.in,True,27
f19c9283-8b7,Havells Ventil Air DX,fans,Premium quality fan from Havells. Havells has maintained its quality. Energy efficient and stylish design. Goes well with my room decor.,4,positive,Archana X.,2024-09-28,Reliance Digital,True,10
6315be88-d82,Havells Carlo 5L,water_heaters,Havells geyser performing well for 6 months. The packaging was excellent. Hot water in 10 minutes even in peak winter.,5,positive,Sunita W.,2024-09-28,Havells.com,True,37
9a187790-146,Havells Magnatron 15L,water_heaters,The element burnout problem started within weeks. Misleading product description on website. Customer care is unhelpful. Will never buy Havells again.,1,negative,Ritu O.,2024-09-29,Amazon.in,True,126
f48dc979-ddf,Havells Adonia Spin 25L,water_heaters,The element burnout problem started within weeks. Regret not buying the Crompton/Bajaj alternative. Customer care is unhelpful. Will never buy Havells again.,2,negative,Tushar V.,2024-09-29,Amazon.in,True,0
53a393b6-395,Havells Sprint Mixer 600W,mixer_grinders,Overheats after 5 minutes of use. I've used other Havells products which were much better. The safety feature cuts off motor too frequently.,1,negative,Arjun Y.,2024-09-29,Reliance Digital,False,41
43be3ac6-a34,Havells Instanio 3L,water_heaters,Best geyser in this price range. The heating speed is impressive. Using it daily without any issues. Family is very happy.,5,positive,Ritu O.,2024-09-29,Croma,False,0
0ad0bfa3-7d3,Havells Studio AP-22,air_purifiers,Purification is okay but filter availability. Expected more from Havells at this price point. Good for smaller rooms only.,4,mixed,Prakash A.,2024-09-29,Havells.com,True,64
df5ef9e3-edf,Havells Freshia AP-46,air_purifiers,Purification is okay but filter cost. Expected more from Havells at this price point. Good for smaller rooms only.,3,mixed,Kavita J.,2024-09-30,Havells.com,False,150
ab194289-fc7,Havells Carnival,fans,Air flow is good but makes noise at speed 4 and 5. Overall a decent product. Average experience overall.,5,mixed,Amit K.,2024-09-30,Havells.com,True,44
6a104da3-ac7,Havells Capture 500W,mixer_grinders,"Powerful mixer grinder! Grinds everything to fine paste. Even after months, performance hasn't degraded. The safety lock is excellent.",5,positive,Nisha F.,2024-09-30,Reliance Digital,True,93
5aaae546-fbf,Havells Festiva,fans,Good fan for the price but PCB failure. Acceptable performance for daily use. Would have been 5 stars otherwise.,5,mixed,Sapna W.,2024-09-30,Flipkart,True,104
7a36adbd-967,Havells Monza EC 15L,water_heaters,Havells geyser performing well for 3 months. Service team was also helpful during installation. Hot water in 10 minutes even in peak winter.,4,positive,Kamini F.,2024-09-30,Amazon.in,True,0
6c753be0-27f,Havells Ventil Air DX,fans,"The fan looks good and air delivery is decent, but the wobbling is a problem. Expected more from Havells at this price point.",2,mixed,Ananya R.,2024-09-30,Croma,True,61
afeb5793-b6d,Havells Monza EC 15L,water_heaters,Works well in summer but struggles in winter. Expected more from Havells at this price point. Expected more from Havells brand.,2,mixed,Shruti R.,2024-10-01,Amazon.in,True,0
34cc2566-d63,Havells Ventil Air DX,fans,Good fan for the price but PCB failure. Acceptable performance for daily use. Would have been 5 stars otherwise.,4,mixed,Raghav C.,2024-10-01,Amazon.in,True,62
373b4bd6-b15,Havells Glow LED 12W,lighting,Installed 10 of these in my home. Will buy more Havells products. Consistent brightness and great build quality.,5,positive,Rohit E.,2024-10-01,Havells.com,True,10
2d41ba4b-800,Havells LED Panel 18W,lighting,The light quality is excellent. My family loves it. No flickering at all. True to claimed lumens.,5,positive,Vikram P.,2024-10-01,Amazon.in,True,73
d6d0082f-b76,Havells Pacer,fans,"Good fan for the price but clicking sound. It's okay, nothing special. Would have been 5 stars otherwise.",5,mixed,Manish C.,2024-10-01,Amazon.in,True,0
55d92ffc-0c2,Havells Vitonica 500W,mixer_grinders,Good for light grinding but struggles with hard items. Overall a decent product. The motor power is decent though.,1,mixed,Dhruv E.,2024-10-01,Reliance Digital,True,0
7fffdede-e98,Havells LED Panel 18W,lighting,Best LED bulb I've bought. Color temperature is perfect. My neighbor also bought one after seeing mine. Great value for money.,5,positive,Seema Q.,2024-10-01,Reliance Digital,True,0
55eccd46-129,Havells Adonia Spin 25L,water_heaters,Heating is good but leaking. Would rate 3/5. Room for improvement. Could be better for the premium price.,3,mixed,Bhavna D.,2024-10-02,Flipkart,True,149
d99e013d-3ad,Havells Sprint Mixer 600W,mixer_grinders,Powerful mixer grinder! Grinds everything to fine paste. My family loves it. The motor power is excellent.,5,positive,Shweta B.,2024-10-02,Amazon.in,True,84
b204273d-5a3,Havells Adonia Spin 25L,water_heaters,Quick heating and energy efficient. The packaging was excellent. The temperature control knob works perfectly. Good build quality.,4,positive,Divya N.,2024-10-02,Havells.com,True,0
6b9b4cbc-f09,Havells NXT LED Batten 20W,lighting,Bulb gets extremely hot. Will not recommend to anyone. Concerned about safety in enclosed fixtures.,5,negative,Sneha T.,2024-10-02,Havells.com,True,12
55a1faff-882,Havells Studio AP-22,air_purifiers,Filter replacement cost is too high. Regret not buying the Crompton/Bajaj alternative. Rs 3000+ for HEPA filter is mediocre.,3,negative,Rohit E.,2024-10-02,Havells.com,True,0
d1d722a4-428,Havells Marathon 750W,mixer_grinders,Overheats after 5 minutes of use. Technician never showed up despite 3 complaints. The safety feature cuts off motor too frequently.,2,negative,Vikram P.,2024-10-02,Reliance Digital,True,0
0e22e854-cbc,Havells Sprint Mixer 600W,mixer_grinders,Works fine for daily use but motor overheating. Would rate 3/5. Room for improvement. Average mixer for the price.,3,mixed,Gaurav P.,2024-10-02,Amazon.in,True,144
07a3c0c7-f3e,Havells Carlo 5L,water_heaters,"Compact design, fits easily in bathroom. Works as advertised. Heating element quality is excellent. Very satisfied customer.",4,positive,Rahul S.,2024-10-02,Havells.com,True,47
f0717a5c-f93,Havells Adore LED 9W,lighting,Energy saving is real but the color temperature could be better. Not the best but not the worst either. Decent product overall.,2,mixed,Manoj Z.,2024-10-03,Havells.com,True,0
